127.0.0.1 - - [13/Oct/2017:20:22:15 +0530] "GET /exam/login.html HTTP/1.1" 200 994
127.0.0.1 - - [13/Oct/2017:22:18:52 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:19:01 +0530] "GET /exam/exam.html HTTP/1.1" 200 3709
127.0.0.1 - - [13/Oct/2017:22:19:01 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:19:01 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:21:28 +0530] "GET /exam/exam.html HTTP/1.1" 200 3790
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:21:28 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:21:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:22:38 +0530] "GET /exam/exam.html HTTP/1.1" 200 3835
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:22:38 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:26:49 +0530] "GET /exam/exam.html HTTP/1.1" 200 3890
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:26:49 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:26:49 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:27:07 +0530] "GET /exam/exam.html HTTP/1.1" 200 3880
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:27:07 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:30:35 +0530] "GET /exam/exam.html HTTP/1.1" 200 3880
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:30:36 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:31:35 +0530] "GET /exam/exam.html HTTP/1.1" 200 3895
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:31:35 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:34:26 +0530] "GET /exam/exam.html HTTP/1.1" 200 4105
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:34:26 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:34:26 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:35:22 +0530] "GET /exam/exam.html HTTP/1.1" 200 4143
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:35:22 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:36:15 +0530] "GET /exam/exam.html HTTP/1.1" 200 4136
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:36:15 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:37:28 +0530] "GET /exam/exam.html HTTP/1.1" 200 4180
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:37:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:37:57 +0530] "GET /exam/exam.html HTTP/1.1" 200 4180
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:37:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:39:14 +0530] "GET /exam/exam.html HTTP/1.1" 200 4208
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:39:14 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:00 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:00 +0530] "GET /exam/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:00 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:10 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6150
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:10 +0530] "GET /exam/login1.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:40:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:00 +0530] "GET /exam/exam.html HTTP/1.1" 200 4208
127.0.0.1 - - [13/Oct/2017:22:41:00 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:22:41:00 +0530] "GET /exam/al.js HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:22:41:00 +0530] "GET /exam/style.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:22:41:00 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:01 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:19 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:28 +0530] "GET /exam/questions1.html HTTP/1.1" 304 -
127.0.0.1 - - [13/Oct/2017:22:41:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:41:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 347
127.0.0.1 - - [13/Oct/2017:22:43:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
127.0.0.1 - - [13/Oct/2017:22:43:10 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
127.0.0.1 - - [13/Oct/2017:22:43:16 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
127.0.0.1 - - [13/Oct/2017:22:43:27 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
127.0.0.1 - - [13/Oct/2017:22:43:27 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
127.0.0.1 - - [13/Oct/2017:22:43:27 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:46:23 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6201
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:46:23 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:46:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:46:23 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:48:54 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6356
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:48:54 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:48:54 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:01 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:01 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:09 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:09 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:11 +0530] "GET /exam/questions1.html HTTP/1.1" 200 6348
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:11 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:11 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:13 +0530] "GET /exam/test.html HTTP/1.1" 200 1867
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:13 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:13 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:50:33 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:28 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:30 +0530] "GET /exam/test.html HTTP/1.1" 200 2375
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:30 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:30 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:58 +0530] "GET /exam/test.html HTTP/1.1" 200 2408
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:58 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:58 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:53:58 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:54:35 +0530] "GET /exam/test.html HTTP/1.1" 200 2375
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:54:35 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:22:54:35 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:25 +0530] "GET /exam/test.html HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:25 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:25 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:50 +0530] "GET /exam/test.html HTTP/1.1" 200 2390
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:50 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:00:50 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:01:56 +0530] "GET /exam/test.html HTTP/1.1" 200 2393
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:01:56 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:01:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:01:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:04:20 +0530] "GET /exam/test.html HTTP/1.1" 200 2443
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:04:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:04:20 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:11 +0530] "GET /exam/users.html HTTP/1.1" 200 4297
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:11 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:11 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:50 +0530] "GET /exam/users.html HTTP/1.1" 200 4235
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:50 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:09:50 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:45 +0530] "GET /exam/users.html HTTP/1.1" 200 4270
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:45 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:45 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:45 +0530] "POST /exam/ExamApp HTTP/1.1" 200 422
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:55 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:55 +0530] "POST /exam/ExamApp HTTP/1.1" 200 401
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 372
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:57 +0530] "POST /exam/ExamApp HTTP/1.1" 200 343
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:59 +0530] "POST /exam/ExamApp HTTP/1.1" 200 8
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:10:59 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:53 +0530] "GET /exam/exam.html HTTP/1.1" 200 4361
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:54 +0530] "GET /exam/login1.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:54 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:54 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:54 +0530] "GET /exam/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:35:54 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:40:40 +0530] "GET /exam/exam.html HTTP/1.1" 200 4462
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:40:40 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:43:38 +0530] "GET /exam/exam.html HTTP/1.1" 200 4464
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:43:38 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:44:28 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:44:29 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:44:39 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:44:39 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:44:39 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:46:09 +0530] "GET /exam/exam.html HTTP/1.1" 200 4466
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:46:09 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:56:38 +0530] "GET /exam/exam.html HTTP/1.1" 200 4599
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:56:38 +0530] "GET /exam/al.js HTTP/1.1" 200 2371
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:56:38 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:56:56 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:56:56 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:40 +0530] "GET /exam/exam.html HTTP/1.1" 200 4598
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:40 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:42 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:42 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:43 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:43 +0530] "GET /exam/al.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:57:43 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:04 +0530] "GET /exam/login1.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:04 +0530] "GET /exam/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:04 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:14 +0530] "GET /exam/exam.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:14 +0530] "GET /exam/login1.html? HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:14 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
0:0:0:0:0:0:0:1 - - [13/Oct/2017:23:58:14 +0530] "POST /exam/ExamApp HTTP/1.1" 200 315
